"id","activityid","date"
6839,12416,"2020-07-27"
6840,2659,"2020-08-17"
6841,13197,"2020-05-12"
6842,13210,"2021-09-14"
6843,11341,"2018-09-19"
6844,2045,"2022-07-20"
6845,1777,"2023-08-07"
6846,6605,"2024-12-01"
6847,10654,"2023-01-13"
6848,6000,"2018-10-29"
6849,9383,"2019-08-10"
6850,11962,"2021-06-19"
6851,14630,"2019-04-27"
6852,3765,"2024-08-31"
6853,5573,"2020-07-27"
6854,3708,"2020-11-30"
6855,5817,"2018-09-24"
6856,4710,"2021-10-18"
6857,6346,"2018-11-15"
6858,7680,"2022-12-16"
6859,3809,"2022-02-04"
6860,11235,"2024-03-06"
6861,9208,"2020-11-16"
6862,925,"2017-10-06"
6863,3089,"2019-02-12"
6864,457,"2023-10-15"
6865,12650,"2022-08-01"
6866,7205,"2022-03-30"
6867,6451,"2023-06-16"
6868,1745,"2021-11-29"
6869,2082,"2022-11-05"
6870,6475,"2024-01-23"
6871,12249,"2019-02-14"
6872,12386,"2022-09-29"
6873,10587,"2019-03-13"
6874,3265,"2017-03-23"
6875,11160,"2023-10-25"
6876,5484,"2017-01-11"
6877,8709,"2021-12-16"
6878,2487,"2024-10-23"
6879,4907,"2021-10-19"
6880,1791,"2020-04-06"
6881,11161,"2020-05-05"
6882,9423,"2024-07-22"
6883,10855,"2020-09-21"
6884,7000,"2017-12-04"
6885,2881,"2021-12-23"
6886,5026,"2020-06-15"
6887,9350,"2021-12-15"
6888,5789,"2022-04-20"
6889,12915,"2024-11-11"
6890,8104,"2019-04-17"
6891,12599,"2024-06-24"
6892,8489,"2019-09-05"
6893,14181,"2020-08-12"
6894,9,"2017-10-04"
6895,3636,"2021-12-06"
6896,3129,"2024-07-18"
6897,11020,"2018-03-07"
6898,2228,"2021-03-30"
6899,13412,"2019-07-12"
6900,13977,"2023-02-27"
6901,7365,"2023-08-27"
6902,14460,"2024-01-24"
6903,11948,"2024-05-16"
6904,7091,"2022-05-08"
6905,10798,"2020-01-07"
6906,14845,"2024-02-14"
6907,10435,"2020-02-20"
6908,14984,"2017-03-26"
6909,3669,"2021-05-30"
6910,14465,"2017-01-27"
6911,11004,"2023-03-31"
6912,15,"2019-07-23"
6913,7864,"2021-06-19"
6914,9848,"2024-02-01"
6915,5334,"2020-01-12"
6916,766,"2022-08-05"
6917,8400,"2023-02-02"
6918,2212,"2017-07-30"
6919,13180,"2019-03-20"
6920,2639,"2023-05-20"
6921,13217,"2022-01-09"
6922,5238,"2024-06-14"
6923,2367,"2022-06-07"
6924,4322,"2018-11-16"
6925,3660,"2021-01-07"
6926,12940,"2020-10-23"
6927,1112,"2017-02-24"
6928,13121,"2022-12-22"
6929,9352,"2024-08-28"
6930,9751,"2024-03-30"
6931,14291,"2024-11-11"
6932,477,"2019-10-11"
6933,14519,"2023-02-17"
6934,12855,"2024-02-12"
6935,12256,"2021-04-27"
6936,3519,"2023-04-01"
6937,6207,"2017-04-22"
6938,10752,"2022-11-05"
6939,12816,"2022-08-18"
6940,1047,"2023-02-12"
6941,1174,"2019-11-04"
6942,9908,"2018-06-30"
6943,591,"2019-02-27"
6944,12422,"2020-11-27"
6945,4239,"2018-06-08"
6946,13365,"2019-06-25"
6947,8247,"2020-12-25"
6948,1144,"2020-07-27"
6949,11030,"2022-11-24"
6950,12687,"2024-01-15"
6951,6002,"2023-04-21"
6952,7408,"2020-12-17"
6953,10724,"2022-03-09"
6954,2957,"2021-05-04"
6955,4651,"2020-02-05"
6956,6152,"2017-08-08"
6957,2600,"2020-06-15"
6958,7120,"2022-06-15"
6959,7757,"2020-06-28"
6960,4680,"2021-11-15"
6961,12174,"2018-03-09"
6962,13108,"2024-04-02"
6963,2774,"2019-12-09"
6964,1686,"2022-04-11"
6965,9975,"2018-12-09"
6966,11800,"2021-03-27"
6967,2230,"2024-06-05"
6968,3517,"2022-09-28"
6969,11552,"2022-02-26"
6970,10008,"2021-05-08"
6971,12987,"2017-07-13"
6972,8700,"2018-11-27"
6973,7919,"2019-09-06"
6974,7253,"2019-03-31"
6975,7487,"2021-01-28"
6976,915,"2020-02-19"
6977,11445,"2017-09-25"
6978,7652,"2018-01-15"
6979,4575,"2019-11-20"
6980,1564,"2018-04-27"
6981,2335,"2017-03-14"
6982,4014,"2019-12-26"
6983,13061,"2021-05-04"
6984,2411,"2024-06-10"
6985,4001,"2017-08-21"
6986,9186,"2021-11-29"
6987,8248,"2021-07-01"
6988,10105,"2023-03-08"
6989,6268,"2022-07-03"
6990,9144,"2023-07-13"
6991,4137,"2019-12-01"
6992,5395,"2022-10-23"
6993,9916,"2017-07-11"
6994,311,"2022-12-10"
6995,582,"2020-02-28"
6996,5087,"2024-09-25"
6997,419,"2020-11-13"
6998,14802,"2017-01-28"
6999,10238,"2019-03-02"
7000,461,"2020-05-02"
7001,2923,"2021-05-13"
7002,13141,"2020-12-07"
7003,9822,"2023-04-15"
7004,13655,"2019-06-30"
7005,13534,"2018-12-02"
7006,13946,"2018-03-18"
7007,9951,"2022-08-24"
7008,6531,"2018-01-04"
7009,3236,"2023-01-07"
7010,13090,"2020-08-22"
7011,13513,"2023-08-17"
7012,3425,"2021-02-14"
7013,6857,"2017-12-11"
7014,2438,"2017-06-13"
7015,9550,"2023-07-20"
7016,6324,"2024-06-08"
7017,3089,"2018-01-19"
7018,3981,"2023-05-27"
7019,11161,"2020-07-12"
7020,3117,"2022-04-02"
7021,12417,"2024-10-22"
7022,4715,"2023-12-25"
7023,11485,"2019-09-30"
7024,7208,"2023-09-30"
7025,3671,"2020-02-22"
7026,5070,"2022-08-26"
7027,13987,"2019-04-17"
7028,13045,"2024-03-15"
7029,7414,"2023-04-07"
7030,6020,"2022-05-10"
7031,3080,"2021-11-25"
7032,4313,"2019-09-12"
7033,6297,"2020-03-04"
7034,6401,"2020-02-08"
7035,5372,"2022-11-25"
7036,14764,"2024-11-24"
7037,544,"2021-11-13"
7038,9697,"2023-02-27"
7039,5585,"2024-12-10"
7040,3557,"2018-08-18"
7041,11612,"2024-11-13"
7042,11978,"2017-11-01"
7043,11830,"2021-08-29"
7044,10210,"2019-05-16"
7045,3737,"2018-01-01"
7046,13044,"2019-03-31"
7047,12252,"2020-11-08"
7048,6501,"2020-02-03"
7049,2304,"2022-01-03"
7050,12865,"2018-01-17"
7051,3659,"2018-06-25"
7052,10083,"2017-06-12"
7053,5016,"2018-05-16"
7054,6480,"2017-11-08"
7055,13680,"2024-08-02"
7056,12869,"2019-07-14"
7057,10818,"2022-12-29"
7058,3179,"2024-10-30"
7059,13000,"2018-08-26"
7060,9085,"2021-07-11"
7061,12346,"2023-06-17"
7062,7022,"2018-05-31"
7063,13223,"2019-08-25"
7064,12636,"2022-05-08"
7065,13807,"2020-09-12"
7066,2811,"2023-07-21"
7067,11887,"2020-09-07"
7068,14814,"2023-03-20"
7069,5877,"2019-04-08"
7070,8554,"2020-08-24"
7071,2701,"2020-07-18"
7072,8838,"2022-08-28"
7073,14362,"2022-12-06"
7074,10198,"2020-01-07"
7075,8626,"2020-02-19"
7076,639,"2024-10-02"
7077,1620,"2019-09-07"
7078,10095,"2024-04-04"
7079,12357,"2024-01-30"
7080,3118,"2018-06-09"
7081,14358,"2023-03-03"
7082,4421,"2019-10-21"
7083,10602,"2021-04-22"
7084,4948,"2020-10-20"
7085,423,"2023-12-23"
7086,295,"2020-11-26"
7087,14199,"2020-08-02"
7088,6195,"2020-11-25"
7089,9755,"2018-04-15"
7090,10308,"2021-08-23"
7091,11819,"2024-08-25"
7092,10006,"2020-06-12"
7093,8288,"2023-01-19"
7094,9030,"2022-03-25"
7095,5219,"2022-01-06"
7096,5944,"2022-08-08"
7097,4293,"2017-09-21"
7098,13425,"2024-11-18"
7099,3293,"2021-01-23"
7100,5190,"2021-03-10"
7101,1131,"2017-04-13"
7102,7368,"2018-09-16"
7103,12666,"2018-05-18"
7104,4580,"2023-08-06"
7105,3098,"2023-07-03"
7106,6831,"2023-06-02"
7107,1462,"2017-05-29"
7108,12661,"2023-08-22"
7109,6754,"2022-12-23"
7110,6503,"2019-11-14"
7111,14523,"2023-05-22"
7112,13583,"2020-07-16"
7113,7362,"2019-07-01"
7114,359,"2019-12-06"
7115,11228,"2020-03-05"
7116,4925,"2022-12-11"
7117,4904,"2018-10-09"
7118,10862,"2023-03-12"
7119,6394,"2017-08-20"
7120,2936,"2022-07-29"
7121,6725,"2018-05-23"
7122,2429,"2021-06-20"
7123,1122,"2023-07-11"
7124,7314,"2022-09-24"
7125,7634,"2018-04-02"
7126,3369,"2018-11-28"
7127,10847,"2017-06-01"
7128,3180,"2019-03-04"
7129,9967,"2022-10-12"
7130,8645,"2017-01-16"
7131,8219,"2024-05-27"
7132,13523,"2020-11-14"
7133,553,"2023-09-02"
7134,8424,"2021-08-25"
7135,4290,"2024-01-19"
7136,7086,"2020-12-31"
7137,3253,"2019-06-22"
7138,2500,"2023-03-06"
7139,184,"2019-04-05"
7140,2159,"2023-04-30"
7141,6132,"2021-08-11"
7142,5090,"2018-12-30"
7143,4194,"2020-05-06"
7144,14173,"2018-03-02"
7145,10983,"2021-02-13"
7146,10036,"2022-02-05"
7147,11204,"2021-08-30"
7148,4121,"2022-11-16"
7149,7458,"2024-07-26"
7150,12692,"2019-04-19"
7151,9666,"2019-08-24"
7152,2356,"2023-12-06"
7153,14688,"2024-06-30"
7154,1440,"2022-01-24"
7155,9761,"2021-12-13"
7156,10668,"2018-05-23"
7157,9231,"2017-05-03"
7158,7598,"2024-02-28"
7159,9410,"2017-04-25"
7160,12319,"2017-06-13"
7161,303,"2018-04-30"
7162,4783,"2022-08-03"
7163,13317,"2021-12-30"
7164,82,"2023-09-15"
7165,23,"2019-01-14"
7166,2256,"2024-12-11"
7167,267,"2019-09-24"
7168,13925,"2021-08-26"
7169,818,"2023-12-30"
7170,3067,"2022-12-11"
7171,10170,"2018-10-19"
7172,7786,"2020-11-09"
7173,3399,"2022-09-03"
7174,14387,"2022-09-04"
7175,6284,"2022-02-03"
7176,10613,"2023-04-06"
7177,4591,"2022-11-20"
7178,2009,"2022-11-05"
7179,4956,"2022-06-11"
7180,6160,"2019-09-30"
7181,4404,"2018-02-19"
7182,5993,"2020-08-07"
7183,3307,"2023-09-13"
7184,8768,"2019-02-15"
7185,5041,"2019-01-16"
7186,896,"2018-01-17"
7187,12244,"2019-08-06"
7188,1234,"2022-03-01"
7189,13590,"2017-01-16"
7190,10474,"2021-03-05"
7191,14597,"2019-01-02"
7192,188,"2024-05-19"
7193,6414,"2018-12-04"
7194,6151,"2024-09-01"
7195,12877,"2024-12-07"
7196,8446,"2023-09-02"
7197,3515,"2021-03-28"
7198,11158,"2024-06-03"
7199,6248,"2024-04-13"
7200,14159,"2023-07-25"
7201,907,"2019-02-19"
7202,13529,"2023-04-26"
7203,1393,"2023-08-10"
7204,9105,"2017-03-06"
7205,786,"2024-01-25"
7206,14088,"2024-06-03"
7207,8546,"2023-12-10"
7208,10520,"2022-11-25"
7209,8403,"2019-09-07"
7210,6432,"2020-07-27"
7211,5834,"2021-06-29"
7212,10117,"2018-03-02"
7213,11639,"2019-04-07"
7214,9398,"2017-08-10"
7215,6359,"2023-11-05"
7216,2459,"2017-02-08"
7217,6840,"2024-04-08"
7218,9097,"2024-02-18"
7219,4135,"2019-05-26"
7220,3797,"2018-01-10"
7221,3718,"2017-01-08"
7222,7375,"2021-03-23"
7223,8178,"2018-11-07"
7224,439,"2023-10-27"
7225,11403,"2022-10-15"
7226,14532,"2022-04-09"
7227,5732,"2018-07-21"
7228,2060,"2020-03-17"
7229,4973,"2024-03-21"
7230,8905,"2024-07-04"
7231,10114,"2021-03-01"
7232,14518,"2020-04-24"
7233,6032,"2017-07-28"
7234,3232,"2023-02-08"
7235,8250,"2021-08-21"
7236,5514,"2017-10-05"
7237,7518,"2017-11-23"
7238,4802,"2019-05-07"
7239,9009,"2021-03-10"
7240,2818,"2018-02-23"
7241,14760,"2024-01-14"
7242,6575,"2021-09-19"
7243,8501,"2019-05-02"
7244,10953,"2020-12-28"
7245,5911,"2017-12-23"
7246,9264,"2024-06-10"
7247,14276,"2020-06-13"
7248,6270,"2021-10-07"
7249,11340,"2021-04-07"
7250,7333,"2018-06-11"
7251,5396,"2019-10-31"
7252,3744,"2024-06-05"
7253,7214,"2023-05-29"
7254,1095,"2021-06-19"
7255,4914,"2023-10-16"
7256,899,"2021-07-24"
7257,7644,"2020-07-14"
7258,9124,"2019-09-22"
7259,1415,"2021-01-30"
7260,13889,"2022-07-05"
7261,5496,"2024-01-30"
7262,10012,"2021-04-26"
7263,7671,"2024-11-28"
7264,9889,"2022-03-31"
7265,12197,"2023-12-30"
7266,3365,"2019-12-03"
7267,5849,"2019-10-27"
7268,13063,"2019-05-19"
7269,10473,"2019-12-23"
7270,12613,"2021-12-27"
7271,4494,"2020-12-19"
7272,4470,"2017-07-02"
7273,7924,"2017-11-10"
7274,14736,"2024-04-25"
7275,3257,"2022-07-09"
7276,8411,"2022-06-29"
7277,6865,"2024-04-14"
7278,10268,"2022-04-10"
7279,5140,"2019-06-10"
7280,8039,"2022-07-25"
7281,3840,"2018-09-12"
7282,9717,"2022-03-29"
7283,6073,"2020-04-15"
7284,213,"2021-06-16"
7285,10603,"2021-12-30"
7286,9254,"2020-11-05"
7287,7268,"2017-11-30"
7288,7358,"2022-02-11"
7289,3861,"2019-01-15"
7290,4266,"2018-04-05"
7291,14469,"2023-05-12"
7292,11286,"2023-05-12"
7293,7889,"2017-09-08"
7294,11781,"2018-10-23"
7295,298,"2021-12-06"
7296,1015,"2017-06-22"
7297,950,"2022-12-08"
7298,10372,"2022-09-01"
7299,5315,"2019-04-10"
7300,2051,"2019-12-26"
7301,2133,"2019-06-09"
7302,8283,"2018-08-08"
7303,9149,"2018-09-17"
7304,6001,"2020-03-12"
7305,9883,"2022-06-09"
7306,13307,"2017-07-31"
7307,5912,"2022-08-14"
7308,14486,"2017-09-25"
7309,11921,"2024-01-01"
7310,10089,"2023-03-15"
7311,4388,"2020-10-19"
7312,1512,"2021-08-06"
7313,5764,"2024-10-29"
7314,4736,"2017-02-20"
7315,14502,"2020-02-01"
7316,1404,"2017-01-04"
7317,9690,"2021-11-23"
7318,3298,"2024-10-04"
7319,14712,"2020-08-22"
7320,10929,"2019-12-31"
7321,2882,"2017-11-21"
7322,14432,"2022-10-03"
7323,12546,"2022-05-18"
7324,10223,"2023-02-25"
7325,1513,"2018-07-07"
7326,852,"2021-04-29"
7327,11938,"2020-07-15"
7328,14188,"2021-07-22"
7329,2852,"2018-12-03"
7330,10018,"2023-12-29"
7331,897,"2023-12-22"
7332,322,"2023-11-21"
7333,9735,"2018-06-07"
7334,13207,"2023-12-17"
7335,7241,"2021-11-03"
7336,13765,"2019-04-13"
7337,14596,"2020-11-23"
7338,10347,"2017-02-03"
7339,12812,"2018-09-05"
7340,4085,"2019-11-14"
7341,9641,"2022-08-29"
7342,413,"2024-11-28"
7343,14100,"2017-11-30"
7344,12457,"2019-02-23"
7345,12463,"2020-01-10"
7346,8335,"2019-09-08"
7347,3241,"2023-01-14"
7348,5994,"2018-07-22"
7349,9453,"2022-05-05"
7350,7620,"2018-02-01"
7351,11377,"2024-11-26"
7352,2826,"2024-10-09"
7353,9858,"2017-07-29"
7354,13076,"2017-05-01"
7355,12574,"2017-07-07"
7356,1151,"2024-06-09"
7357,7227,"2019-10-25"
7358,1141,"2018-02-02"
7359,7857,"2019-04-15"
7360,10312,"2018-05-16"
7361,1658,"2017-09-26"
7362,1372,"2018-03-06"
7363,13012,"2024-01-17"
7364,9014,"2017-01-16"
7365,4015,"2023-01-31"
7366,12672,"2023-03-09"
7367,1509,"2017-02-07"
7368,13224,"2018-03-14"
7369,7626,"2022-05-20"
7370,4389,"2017-05-23"
7371,3147,"2018-05-20"
7372,7244,"2021-12-20"
7373,3319,"2023-05-14"
7374,4038,"2022-04-02"
7375,1533,"2018-05-15"
7376,9346,"2017-04-25"
7377,7643,"2023-06-10"
7378,14686,"2023-11-05"
7379,10922,"2020-09-04"
7380,534,"2023-03-18"
7381,8353,"2024-09-22"
7382,871,"2020-08-10"
7383,14158,"2021-09-07"
7384,4805,"2021-12-11"
7385,11179,"2023-04-13"
7386,222,"2019-09-15"
7387,11265,"2023-08-04"
7388,1073,"2017-09-14"
7389,13357,"2017-03-12"
7390,5212,"2021-09-14"
7391,14404,"2023-06-16"
7392,299,"2023-07-19"
7393,5728,"2023-06-11"
7394,7993,"2018-12-08"
7395,14144,"2020-05-17"
7396,14549,"2021-07-10"
7397,8041,"2021-05-15"
7398,9133,"2023-04-15"
7399,600,"2024-03-19"
7400,4122,"2018-02-09"
7401,8277,"2019-09-07"
7402,11435,"2019-08-02"
7403,7494,"2023-06-15"
7404,11051,"2021-07-27"
7405,9716,"2020-02-19"
7406,10068,"2021-08-22"
7407,12421,"2021-06-06"
7408,8491,"2022-03-29"
7409,1630,"2024-09-20"
7410,13444,"2023-11-03"
7411,1055,"2020-09-02"
7412,2702,"2023-09-24"
7413,7345,"2023-01-20"
7414,3461,"2020-04-02"
7415,10145,"2020-11-30"
7416,7784,"2018-12-27"
7417,1319,"2018-10-03"
7418,14048,"2020-04-24"
7419,8646,"2022-01-18"
7420,13484,"2019-06-20"
7421,11400,"2023-10-15"
7422,9277,"2023-05-16"
7423,12951,"2017-11-27"
7424,9497,"2018-04-18"
7425,9109,"2020-02-06"
7426,8639,"2022-11-10"
7427,9176,"2020-05-16"
7428,13448,"2022-05-26"
7429,9980,"2020-04-03"
7430,6438,"2022-03-18"
7431,8483,"2021-02-07"
7432,3638,"2023-08-16"
7433,31,"2021-07-04"
7434,10058,"2023-07-04"
7435,4268,"2023-11-07"
7436,8095,"2019-06-15"
7437,13113,"2017-12-02"
7438,6097,"2021-12-14"
7439,2874,"2021-11-05"
7440,2149,"2021-11-23"
7441,9581,"2020-03-13"
7442,14890,"2024-08-03"
7443,10664,"2024-03-19"
7444,545,"2022-10-09"
7445,7349,"2018-07-10"
7446,5483,"2019-12-30"
7447,5867,"2018-09-15"
7448,14014,"2024-09-12"
7449,14308,"2020-03-21"
7450,7977,"2021-08-24"
7451,2553,"2021-06-26"
7452,919,"2018-09-23"
7453,7354,"2020-05-01"
7454,10671,"2021-10-14"
7455,4060,"2018-12-13"
7456,5145,"2020-04-20"
7457,8636,"2021-07-23"
7458,5774,"2022-11-07"
7459,8891,"2020-11-24"
7460,14500,"2020-05-17"
7461,14317,"2021-08-14"
7462,8245,"2024-05-21"
7463,260,"2019-08-28"
7464,2377,"2024-04-04"
7465,7990,"2023-12-25"
7466,9017,"2020-10-26"
7467,9164,"2020-01-17"
7468,6487,"2017-04-22"
7469,2139,"2021-10-29"
7470,5769,"2017-04-20"
7471,3383,"2022-05-30"
7472,6846,"2020-04-30"
7473,460,"2017-01-14"
7474,256,"2018-06-02"
7475,10352,"2022-09-09"
7476,10480,"2024-06-01"
7477,7278,"2018-08-30"
7478,7899,"2020-08-13"
7479,28,"2018-10-25"
7480,5623,"2024-06-08"
7481,8258,"2020-12-03"
7482,4825,"2022-08-20"
7483,7421,"2024-04-08"
7484,5869,"2024-10-10"
7485,4075,"2021-06-18"
7486,14479,"2020-05-17"
7487,12501,"2018-07-12"
7488,6766,"2023-01-16"
7489,2141,"2023-06-18"
7490,7840,"2023-06-13"
7491,8580,"2020-11-20"
7492,3808,"2018-11-12"
7493,5239,"2019-10-06"
7494,673,"2024-01-22"
7495,13927,"2019-06-15"
7496,3855,"2017-03-22"
7497,13105,"2020-08-28"
7498,6417,"2024-03-15"
7499,8967,"2019-12-20"
7500,6510,"2017-08-25"
7501,14665,"2023-09-22"
7502,2076,"2023-03-11"
7503,10884,"2022-09-21"
7504,5570,"2024-11-06"
7505,760,"2022-10-25"
7506,13330,"2018-12-01"
7507,13847,"2024-05-19"
7508,7737,"2024-09-22"
7509,72,"2024-01-28"
7510,2026,"2020-01-20"
7511,12716,"2022-05-11"
7512,14331,"2018-11-22"
7513,9925,"2017-09-24"
7514,3959,"2021-06-09"
7515,14161,"2022-03-22"
7516,1489,"2017-04-17"
7517,2483,"2021-07-11"
7518,4304,"2018-11-28"
7519,5704,"2019-01-05"
7520,12057,"2020-05-11"
7521,11750,"2024-03-17"
7522,14891,"2019-07-20"
7523,4337,"2022-06-12"
7524,4643,"2020-06-19"
7525,13252,"2017-04-13"
7526,4388,"2017-04-26"
7527,557,"2024-07-28"
7528,11908,"2020-06-29"
7529,11092,"2021-08-07"
7530,9922,"2023-01-10"
7531,10087,"2018-05-07"
7532,3227,"2019-10-09"
7533,3997,"2018-08-19"
7534,5444,"2022-12-28"
7535,8301,"2020-07-31"
7536,7762,"2023-03-16"
7537,7670,"2023-03-01"
7538,12399,"2022-01-08"
7539,6958,"2022-02-15"
7540,6048,"2023-06-20"
7541,8770,"2017-10-12"
7542,6863,"2017-07-19"
7543,12883,"2020-04-23"
7544,7489,"2017-09-19"
7545,626,"2017-11-18"
7546,9208,"2019-11-02"
7547,14429,"2019-08-14"
7548,14900,"2021-11-16"
7549,13274,"2023-09-27"
7550,13281,"2023-10-28"
7551,9190,"2023-09-10"
7552,5850,"2022-06-14"
7553,2618,"2023-01-11"
7554,5261,"2024-04-12"
7555,4458,"2018-07-29"
7556,11751,"2017-08-17"
7557,6233,"2024-10-16"
7558,14467,"2023-09-22"
7559,925,"2023-03-11"
7560,217,"2020-07-06"
7561,13702,"2018-09-01"
7562,14426,"2023-02-19"
7563,4239,"2021-03-23"
7564,10775,"2019-11-14"
7565,3382,"2022-09-08"
7566,2870,"2018-10-11"
7567,885,"2020-08-05"
7568,9226,"2022-11-23"
7569,8584,"2018-09-07"
7570,2914,"2021-03-12"
7571,12672,"2018-05-22"
7572,10981,"2017-11-29"
7573,7647,"2020-10-03"
7574,131,"2022-04-30"
7575,7980,"2021-03-16"
7576,7417,"2024-12-09"
7577,1692,"2024-01-24"
7578,12286,"2019-05-27"
7579,10045,"2017-02-19"
7580,7486,"2024-07-25"
7581,10098,"2017-03-07"
7582,7381,"2022-06-14"
7583,13666,"2020-04-14"
7584,4075,"2021-07-06"
7585,3629,"2020-02-28"
7586,9345,"2017-12-13"
7587,8726,"2020-10-18"
7588,3419,"2022-10-04"
7589,12542,"2018-10-03"
7590,9355,"2019-03-09"
7591,2975,"2018-02-14"
7592,8478,"2024-08-22"
7593,4945,"2019-08-21"
7594,14427,"2024-04-18"
7595,2957,"2017-07-02"
7596,316,"2024-12-04"
7597,12115,"2020-02-01"
7598,1270,"2024-04-11"
7599,2978,"2018-03-02"
7600,5241,"2024-03-15"
7601,7468,"2018-07-26"
7602,3865,"2024-04-21"
7603,5304,"2022-03-10"
7604,13717,"2017-08-07"
7605,9535,"2021-08-15"
7606,13272,"2020-06-11"
7607,13429,"2022-10-09"
7608,6248,"2017-12-30"
7609,6433,"2024-10-16"
7610,8627,"2023-11-09"
7611,14478,"2020-03-18"
7612,9139,"2018-04-02"
7613,14465,"2018-10-19"
7614,7328,"2019-01-08"
7615,7624,"2022-01-19"
7616,1039,"2020-07-10"
7617,6019,"2018-04-08"
7618,3709,"2024-12-29"
7619,5292,"2019-06-26"
7620,9163,"2024-12-31"
7621,11183,"2023-09-06"
7622,3892,"2018-06-22"
7623,1323,"2021-04-24"
7624,8374,"2020-08-16"
7625,2105,"2018-11-17"
7626,970,"2019-06-14"
7627,3254,"2024-03-04"
7628,11516,"2021-02-04"
7629,7827,"2017-09-13"
7630,6772,"2018-11-20"
7631,9008,"2017-12-27"
7632,8067,"2017-09-28"
7633,8363,"2017-01-22"
7634,4419,"2018-02-13"
7635,10443,"2019-06-19"
7636,4545,"2020-08-12"
7637,8469,"2021-11-10"
7638,13356,"2022-10-25"
7639,13786,"2017-01-15"
7640,6067,"2024-03-12"
7641,9367,"2022-02-05"
7642,11365,"2023-02-01"
7643,3760,"2019-07-28"
7644,619,"2019-09-06"
7645,14966,"2021-04-22"
7646,4434,"2017-01-31"
7647,4884,"2019-08-15"
7648,13042,"2024-06-23"
7649,8542,"2022-07-09"
7650,11520,"2019-09-23"
7651,14964,"2020-03-12"
7652,14811,"2021-01-17"
7653,14065,"2020-05-05"
7654,8384,"2021-08-27"
7655,4088,"2019-05-03"
7656,6687,"2017-08-05"
7657,13336,"2018-02-10"
7658,1633,"2017-02-17"
7659,6645,"2017-10-05"
7660,992,"2020-10-09"
7661,5995,"2020-06-05"
7662,2901,"2024-02-25"
7663,13497,"2021-01-10"
7664,10752,"2021-01-11"
7665,1790,"2018-07-20"
7666,5590,"2017-12-09"
7667,5094,"2018-10-25"
7668,9078,"2019-01-10"
7669,7753,"2023-03-03"
7670,5945,"2021-04-20"
7671,2556,"2022-06-10"
7672,9825,"2019-11-13"
7673,6588,"2018-05-08"
7674,14350,"2018-06-04"
7675,12433,"2021-03-01"
7676,12890,"2023-03-17"
7677,7532,"2022-03-23"
7678,5255,"2021-01-26"
7679,3023,"2022-11-06"
7680,12640,"2021-10-03"
7681,871,"2020-12-01"
7682,3861,"2017-01-19"
7683,9469,"2020-12-06"
7684,7207,"2021-05-14"
7685,9802,"2024-01-27"
7686,7846,"2023-11-07"
7687,4135,"2018-07-30"
7688,2121,"2021-06-23"
7689,12467,"2020-02-17"
7690,2622,"2022-01-08"
7691,13621,"2022-05-26"
7692,7820,"2019-02-18"
7693,13419,"2023-01-08"
7694,2214,"2024-12-08"
7695,8974,"2022-01-06"
7696,9601,"2017-11-11"
7697,13674,"2018-04-29"
7698,2474,"2017-02-16"
7699,7636,"2022-12-12"
7700,11247,"2021-04-10"
7701,6527,"2017-06-15"
7702,4318,"2022-05-05"
7703,7780,"2022-04-06"
7704,9883,"2020-07-24"
7705,7931,"2022-10-20"
7706,12683,"2024-09-08"
7707,11498,"2023-11-04"
7708,3420,"2019-11-29"
7709,3584,"2023-05-15"
7710,385,"2019-07-22"
7711,6556,"2017-08-16"
7712,8828,"2021-06-01"
7713,14090,"2023-08-25"
7714,2148,"2022-07-05"
7715,4980,"2017-06-21"
7716,6622,"2018-04-18"
7717,4285,"2021-12-29"
7718,2842,"2020-03-20"
7719,9111,"2019-03-09"
7720,14239,"2022-06-30"
7721,11799,"2024-06-09"
7722,5688,"2023-05-29"
7723,656,"2020-11-21"
7724,5093,"2023-01-14"
7725,14988,"2018-07-18"
7726,2799,"2023-05-27"
7727,7497,"2024-11-02"
7728,6142,"2020-02-01"
7729,14705,"2023-03-26"
7730,2179,"2022-03-15"
7731,1292,"2020-11-17"
7732,11920,"2019-01-22"
7733,8761,"2018-12-15"
7734,6353,"2024-10-17"
7735,671,"2020-11-11"
7736,13589,"2020-07-24"
7737,13518,"2020-07-31"
7738,9920,"2023-02-08"
7739,6832,"2018-08-08"
7740,3179,"2021-12-28"
7741,8518,"2024-07-27"
7742,7707,"2023-07-13"
7743,13257,"2019-06-01"
7744,12322,"2024-02-13"
7745,2922,"2024-06-16"
7746,4899,"2023-07-17"
7747,9428,"2019-08-11"
7748,2775,"2019-09-24"
7749,6845,"2020-08-11"
7750,10388,"2021-04-21"
7751,5117,"2018-03-20"
7752,1707,"2022-01-28"
7753,7688,"2024-02-11"
7754,3035,"2023-12-08"
7755,13028,"2017-03-30"
7756,10300,"2023-12-27"
7757,7236,"2022-06-25"
7758,14729,"2022-05-28"
7759,13250,"2023-01-22"
7760,14410,"2020-05-22"
7761,1807,"2019-12-14"
7762,12909,"2018-11-10"
7763,13069,"2019-07-15"
7764,9810,"2022-02-02"
7765,12125,"2024-11-20"
7766,2263,"2019-03-20"
7767,4115,"2018-11-20"
7768,14511,"2023-06-24"
7769,3459,"2022-08-01"
7770,3484,"2017-06-30"
7771,6208,"2021-08-22"
7772,11998,"2022-05-29"
7773,5477,"2019-04-28"
7774,888,"2019-05-18"
7775,14798,"2023-06-05"
